,index,State,Education,EmploymentStatus,Marital Status,Gender,Customer Lifetime Value,Number of Open Complaints,Months Since Policy Inception,Monthly Premium Auto,Location Code
494,695,20,3,10,1,10,12157.32992,0,28,103,3
495,698,10,1,10,2,20,27789.69235,0,59,89,2
496,699,50,2,10,3,10,4191.966092,0,41,103,1
497,700,20,5,10,3,20,10928.40709,0,93,90,1
498,701,10,3,10,3,20,7615.381271,0,99,63,3
499,703,30,5,10,2,10,2434.681155,0,35,61,1
500,704,40,1,10,3,20,14195.36028,0,86,118,1
501,705,30,3,10,3,20,9427.684903,0,9,118,3
502,706,30,3,10,3,10,11982.42085,0,22,101,2
503,707,20,3,10,3,20,3102.789546,0,56,79,2
504,708,30,3,10,3,10,4222.631209,0,49,106,1
505,709,20,1,10,3,10,4023.814439,0,43,103,3
506,710,30,5,40,3,20,5297.151805,0,57,70,3
507,712,10,1,10,2,10,4416.206243,0,63,113,2
508,715,10,1,10,3,20,25830.90982,1,3,107,1
509,716,20,5,10,3,20,2974.314896,0,43,74,1
510,718,10,3,10,3,20,10064.60828,2,54,128,3
511,719,50,3,10,3,20,5500.01251,0,32,136,1
512,720,30,5,10,2,10,5489.214062,0,14,139,3
513,721,30,1,30,3,10,2612.756658,0,21,71,1
514,722,30,5,10,1,10,8573.463947,0,48,108,3
515,723,30,1,40,2,10,24127.50402,0,3,71,3
516,724,20,5,10,1,10,8550.386579,0,37,73,3
517,725,10,1,40,3,10,2308.648034,0,61,61,3
518,726,10,3,30,1,20,4254.620669,2,11,61,3
519,727,20,5,10,3,20,8982.850377,4,63,114,1
520,728,30,3,10,1,10,7868.165983,0,19,67,1
521,729,30,5,10,3,10,7704.248723,0,46,97,3
522,730,40,2,10,3,10,10552.16999,0,54,131,1
523,731,50,1,10,2,10,11681.37428,0,21,99,1
524,732,10,1,10,3,10,8737.837514,0,16,110,1
525,734,10,1,10,1,10,7705.283329,0,4,66,3
526,735,10,3,10,3,20,7039.262387,0,5,88,1
527,736,30,1,10,3,10,8838.085637,3,10,114,1
528,737,10,1,10,2,10,8733.527338,0,25,110,3
529,738,20,1,10,2,20,9597.474777,0,35,81,3
530,740,20,5,10,3,10,17857.97233,1,78,64,3
531,743,30,3,10,3,20,7998.143771,0,51,100,3
532,744,40,1,10,3,10,2897.620704,0,7,72,3
533,745,20,3,10,3,20,11599.50219,0,17,96,2
534,746,30,1,10,3,20,15147.93055,0,94,63,1
535,748,40,2,10,3,20,2725.356404,1,70,69,1
536,749,20,5,10,3,20,13297.71225,4,12,112,3
537,750,30,5,40,2,10,9927.049694,0,63,92,3
538,752,10,5,10,2,20,18269.27017,0,73,115,1
539,753,30,5,40,3,20,2722.210707,0,70,71,3
540,754,30,1,10,3,20,7083.212357,0,45,89,1
541,756,40,5,10,3,20,5889.509098,0,7,73,1
542,757,10,3,40,3,10,15771.39342,0,44,206,3
543,758,10,1,10,3,20,5288.173294,0,3,66,3
544,760,50,3,10,1,10,7778.532347,0,81,196,2
545,762,30,3,10,3,20,7919.197048,1,89,99,1
546,765,20,3,10,3,20,5207.640754,0,31,66,3
547,766,20,1,10,3,20,21147.27716,0,49,132,3
548,767,30,5,10,3,10,12280.76661,0,1,102,3
549,771,30,1,10,1,20,4118.588554,0,79,103,3
550,772,40,1,10,3,20,4838.208972,2,95,61,2
551,773,30,5,10,3,20,4625.548098,0,6,114,2
552,774,10,1,10,1,10,14042.103,0,50,118,3
553,775,20,1,10,3,10,7546.613549,0,79,193,3
554,776,30,3,10,1,20,2514.59196,0,58,65,1
555,777,30,1,10,2,10,5170.358435,2,62,133,2
556,778,20,5,10,1,10,13917.37715,0,10,89,1
557,779,30,3,10,3,20,11318.13083,3,61,95,3
558,780,20,1,10,3,10,4276.363627,1,6,109,3
559,785,30,3,10,3,20,8496.352846,1,79,71,1
560,789,10,5,10,3,10,8717.049833,3,94,74,3
561,790,50,5,10,3,10,2860.111745,0,61,72,1
562,791,30,5,10,2,10,2453.408288,0,76,62,1
563,792,10,5,10,1,10,5989.773931,0,24,154,3
564,793,10,5,10,1,20,24980.22553,0,30,70,1
565,794,10,2,10,3,20,7482.639506,2,30,63,2
566,795,20,3,10,3,20,2457.576007,0,92,61,3
567,797,50,1,10,2,20,8286.964421,0,7,70,1
568,799,20,5,30,1,10,4657.159469,0,1,65,3
569,801,20,1,40,3,20,2803.916726,0,73,74,2
570,802,30,3,10,3,20,8646.504109,0,44,108,2
571,803,20,5,10,3,20,7425.870642,0,88,62,2
572,804,20,3,10,3,20,4528.737362,0,86,112,3
573,807,10,1,10,3,10,3184.355246,0,11,80,2
574,808,10,1,30,2,20,11315.20373,0,39,101,3
575,809,30,1,10,1,20,2530.705137,0,2,63,1
576,811,50,1,10,2,10,8641.530036,0,38,109,1
577,812,10,4,10,1,10,3278.53188,1,19,83,1
578,813,10,3,10,3,10,5271.982116,0,25,67,3
579,814,50,3,10,3,10,3763.637743,4,30,97,1
580,815,30,2,10,2,10,13955.56961,0,64,115,2
581,817,30,1,10,2,10,7082.830426,3,33,189,3
582,819,20,1,10,2,20,12550.88198,0,92,160,3
583,820,50,3,10,3,20,32196.60037,0,89,99,1
584,821,40,3,10,3,20,6793.77405,0,36,86,3
585,824,30,3,10,3,20,8547.586142,0,25,71,3
586,825,30,1,10,1,10,2787.423683,0,67,72,1
587,826,30,2,10,2,20,4626.801093,0,87,114,3
588,827,40,4,10,3,20,8663.363959,2,10,107,1
589,830,30,2,10,1,20,8960.280213,0,51,112,2
590,831,20,5,10,3,20,5471.83429,0,69,68,2
591,832,20,5,10,3,10,34931.00171,0,46,295,3
592,833,30,5,10,3,10,2620.392335,0,76,67,1
593,835,10,2,10,2,10,5757.442258,0,71,72,1
594,836,10,2,10,3,10,40224.01359,0,14,111,3
595,837,10,3,10,3,20,2701.488341,0,33,67,3
596,838,30,1,10,3,10,3712.430479,0,18,92,1
597,839,20,5,10,3,20,21850.84002,0,86,78,1
598,840,30,5,10,1,10,7840.165778,2,24,210,3
599,841,30,1,40,3,20,8237.037945,0,34,107,3
600,843,30,1,10,3,10,8434.464067,0,36,71,1
601,846,30,2,10,3,20,2641.446062,0,38,66,3
602,847,30,5,10,3,20,2790.682957,0,33,69,3
603,848,20,5,10,3,10,2745.129849,1,58,69,3
604,849,30,1,10,3,20,7579.532717,0,49,64,3
605,850,20,1,10,3,10,10978.78028,1,87,139,1
606,852,20,5,10,1,10,4747.734642,0,66,123,3
607,854,30,4,10,2,10,3436.134281,0,43,88,1
608,855,30,1,10,3,10,2582.185301,0,62,65,1
609,857,30,2,10,3,20,7396.283653,1,64,92,2
610,859,20,2,10,1,10,9075.768214,0,23,116,1
611,861,50,5,10,2,20,5609.082494,0,63,71,1
612,862,30,5,10,3,20,11565.68747,0,79,96,2
613,863,20,5,10,1,20,2771.045031,0,32,71,1
614,864,20,3,10,3,10,8507.128824,1,70,106,3
615,865,30,5,10,3,10,7582.113842,0,19,64,2
616,866,10,1,10,3,10,3323.092454,0,13,83,1
617,867,40,3,10,3,20,5234.331741,1,4,131,3
618,868,40,3,10,1,20,24709.59957,1,28,78,3
619,870,20,2,10,3,10,2551.226692,0,67,63,3
620,871,10,3,10,3,10,7247.713672,1,54,182,3
621,872,10,1,10,1,10,4538.847818,0,62,116,1
622,873,50,4,10,3,20,2687.314108,4,46,68,1
623,874,30,3,10,3,10,8730.421977,0,18,73,3
624,876,30,5,30,3,10,2357.747015,0,34,62,3
625,877,10,2,10,1,10,4637.164036,0,63,119,3
626,879,20,5,10,2,20,5391.970996,0,73,69,2
627,880,10,1,10,3,10,3694.140498,0,86,92,3
628,881,10,3,10,1,20,5040.412436,0,61,64,1
629,882,10,3,10,3,20,27495.42188,0,31,99,3
630,883,20,3,10,3,10,4842.284965,0,21,62,3
631,884,50,4,10,3,20,2678.058299,0,58,66,1
632,885,40,5,10,3,20,5227.101938,3,25,131,3
633,886,10,3,10,3,10,2590.096027,2,76,67,3
634,887,30,3,10,3,10,10536.07798,1,77,87,1
635,888,10,1,40,3,10,8581.278701,2,72,239,3
636,889,30,5,10,3,20,9463.113263,0,50,118,3
637,890,30,1,10,3,20,13441.00637,0,19,111,2
638,893,10,1,10,3,10,23594.6802,0,3,66,1
639,895,30,3,10,3,10,5639.941974,0,50,70,3
640,896,50,3,10,3,10,2459.171724,2,68,65,3
641,897,50,5,10,3,20,2667.270014,0,11,66,1
642,898,40,2,10,3,20,13778.36933,0,99,113,1
643,899,30,1,10,3,20,4923.18169,5,65,63,3
644,900,10,3,40,1,20,2272.335352,0,40,62,2
645,901,30,1,10,3,20,14895.39798,0,12,188,2
646,902,20,4,10,3,10,9756.044954,0,44,121,1
647,903,20,1,10,3,20,9422.974113,0,73,119,2
648,904,10,3,40,2,10,3837.357574,0,86,99,3
649,905,30,5,40,3,10,10952.13189,0,24,99,3
650,906,10,5,10,2,20,8159.136579,0,68,69,3
651,907,30,5,10,1,20,19480.49981,0,58,83,2
652,908,10,3,10,3,20,3919.366722,0,40,97,3
653,909,40,1,10,2,20,7985.14214,3,55,70,3
654,912,10,1,10,2,20,5085.836595,0,83,65,1
655,913,30,5,10,3,20,2903.939763,1,69,73,1
656,914,50,3,10,3,10,31162.6933,0,53,97,2
657,915,50,2,40,1,20,3086.873854,1,94,84,3
658,916,20,5,10,3,20,5178.704151,1,10,65,1
659,917,10,3,10,3,20,14024.35839,0,55,115,1
660,918,50,2,10,1,10,10640.93932,0,68,90,1
661,919,30,3,10,3,20,4949.803822,0,72,62,1
662,920,30,1,10,3,10,8595.665294,1,32,108,3
663,921,20,5,10,3,10,22951.892,0,18,64,3
664,922,20,3,10,3,10,3792.13031,0,61,93,2
665,923,10,1,10,2,20,2755.747968,0,23,70,1
666,924,10,5,10,3,10,4880.339614,1,36,61,3
667,925,30,5,10,3,20,9051.905275,0,30,114,3
668,926,20,5,10,2,20,10115.44622,0,23,256,3
669,927,40,5,40,3,10,8269.075366,1,64,114,3
670,929,20,3,10,3,20,7726.993623,0,15,64,1
671,931,40,2,10,1,20,2574.020376,0,73,65,1
672,932,20,1,10,3,10,5727.327124,0,12,71,3
673,933,50,1,10,3,20,5441.42013,0,74,67,2
674,934,20,1,10,2,10,2744.519593,0,64,69,3
675,935,30,3,10,3,20,5636.740347,0,23,71,2
676,936,10,1,10,3,10,16870.3882,0,4,85,2
677,939,30,3,30,3,20,4746.686506,0,15,63,3
678,940,10,5,10,3,10,16874.32815,0,29,71,2
679,941,20,1,30,3,20,2387.60606,0,29,62,3
680,942,50,3,10,3,10,2504.907557,0,34,62,3
681,943,10,3,10,3,20,4591.625938,0,28,113,3
682,946,30,3,10,3,20,4165.166581,0,5,104,3
683,947,10,1,10,1,10,2659.980563,0,56,71,1
684,948,10,2,10,3,20,11986.59212,1,86,98,3
685,951,10,4,10,3,20,3500.454354,0,57,86,1
686,952,30,5,10,3,20,2621.808611,3,11,68,3
687,954,30,3,10,3,10,2578.270957,0,63,65,3
688,955,10,5,10,3,20,6242.595729,0,6,78,1
689,957,50,2,10,1,10,9075.768214,0,23,116,1
690,958,10,1,40,1,10,4525.365839,0,5,65,2
691,959,30,5,10,3,10,4970.357298,3,64,63,2
692,960,30,3,10,3,10,15467.78904,0,20,129,1
693,961,20,3,10,3,10,5838.89915,0,85,73,2
694,962,20,1,10,3,20,10656.88195,0,3,88,3
695,964,30,3,10,3,10,5439.804227,0,27,68,1
696,965,30,2,10,2,20,7956.150059,1,41,67,1
697,968,30,1,10,2,10,3307.99904,0,46,84,1
698,969,50,1,10,3,20,5041.29961,0,44,63,1
699,970,20,5,10,1,20,13350.1209,0,88,173,3
700,972,40,1,10,3,10,7776.835189,0,5,65,3
701,973,40,5,10,3,20,2553.672212,1,29,64,1
702,975,20,1,40,3,20,9034.305834,0,84,115,3
703,976,10,3,10,1,20,8105.910755,0,40,103,1
704,978,30,1,10,3,10,15727.13063,0,4,196,1
705,979,30,3,40,3,20,6618.016423,0,28,86,2
706,982,30,1,10,2,10,8323.073985,0,29,70,1
707,983,30,5,10,3,20,2417.759961,1,12,61,3
708,984,30,1,10,3,10,8044.872393,0,39,67,2
709,987,20,5,40,3,20,5847.415237,0,88,77,1
710,988,50,3,10,3,20,2584.203924,0,81,65,3
711,989,40,5,10,3,20,4724.786102,0,3,119,2
712,990,10,2,40,3,20,2790.227993,0,8,71,2
713,992,10,1,10,2,10,12622.83268,0,74,106,3
714,993,10,4,10,3,10,20171.96154,0,98,73,3
715,994,30,1,10,3,20,16464.36587,0,71,104,2
716,995,20,3,10,1,20,5595.389905,0,29,71,3
717,996,20,2,10,1,20,4170.687348,1,23,107,3
718,997,10,5,10,1,20,2665.447079,0,98,68,1
719,999,30,4,10,1,10,3971.345097,0,46,103,3
720,1000,20,1,10,1,10,5528.212807,0,31,72,3
721,1001,30,3,10,2,20,8338.995787,0,71,104,1
722,1002,20,5,10,3,10,38445.85587,1,71,125,3
723,1003,40,1,10,3,10,5448.555219,0,47,68,3
724,1004,10,3,10,3,10,10808.06597,0,19,92,3
725,1006,40,3,10,3,10,3208.225911,0,64,81,2
726,1007,10,5,10,1,10,5480.104065,0,95,71,3
727,1008,40,5,10,1,20,22986.15393,0,37,192,3
728,1009,20,1,10,2,10,13107.92594,1,87,114,3
729,1010,30,5,10,3,20,7462.926263,0,66,93,1
730,1011,20,4,10,3,20,11463.99097,0,51,285,1
731,1013,30,1,30,1,20,6232.687923,0,44,83,3
732,1014,20,1,10,3,20,28393.32994,0,87,90,2
733,1015,20,5,10,3,20,3746.751625,1,38,94,1
734,1017,30,5,10,3,10,5012.083744,0,12,63,1
735,1018,30,3,10,1,10,3371.858433,0,72,85,3
736,1019,30,1,10,3,10,3864.776795,1,41,99,3
737,1020,20,5,30,3,10,4145.711862,0,83,110,3
738,1022,30,5,10,3,10,3667.37497,0,34,92,3
739,1025,20,1,10,2,10,10171.33903,0,10,65,3
740,1027,20,5,10,1,20,5511.491102,0,37,70,3
741,1028,50,3,40,3,20,2429.280527,0,64,63,3
742,1029,30,3,10,3,20,5414.61734,0,31,68,1
743,1030,20,3,10,3,20,7421.593541,1,96,94,2
744,1032,20,5,30,3,20,14476.12489,0,57,124,3
745,1034,20,1,10,3,20,4525.276524,0,8,114,3
746,1035,50,5,40,3,10,6701.770088,0,52,89,3
747,1036,30,1,10,2,20,14134.3474,0,98,118,1
748,1037,40,3,10,3,20,24723.18311,0,41,69,3
749,1039,30,3,10,2,20,3848.483648,0,73,98,3
750,1041,50,1,10,3,20,26900.27013,0,49,112,2
751,1042,10,3,10,3,20,4361.372941,2,76,109,3
752,1043,10,3,10,1,20,2529.077508,0,93,64,3
753,1045,20,1,10,3,20,8649.700578,0,76,107,1
754,1047,20,3,10,1,20,20635.0846,0,86,64,3
755,1049,30,3,10,3,20,5326.677654,0,10,66,2
756,1050,10,3,10,3,10,2600.272131,0,81,66,1
757,1051,20,1,10,3,20,8534.792754,0,92,107,1
758,1052,20,3,10,2,10,8828.834957,0,10,111,3
759,1054,50,5,10,3,20,8861.149536,0,72,110,1
760,1056,20,1,10,1,20,2530.705137,0,2,63,1
761,1057,30,5,10,3,10,5251.983996,0,5,66,3
762,1059,20,5,10,3,10,14014.72129,0,83,117,3
763,1060,20,5,10,3,10,9438.915619,0,14,118,2
764,1062,10,3,30,3,20,4213.918619,0,34,109,2
765,1063,30,5,10,1,10,4773.686425,0,67,63,2
766,1064,50,1,10,3,10,4547.892543,0,15,116,3
767,1065,30,1,10,2,10,2842.266905,1,78,73,1
768,1066,20,2,10,3,10,3059.550321,1,0,78,2
769,1067,30,3,10,3,20,20314.9976,2,28,102,1
770,1068,10,1,30,1,20,3239.124699,0,23,88,3
771,1069,30,2,10,2,20,4626.801093,0,87,114,3
772,1070,30,5,10,3,20,8997.040244,0,21,112,3
773,1071,20,5,10,3,20,25807.063,1,89,214,3
774,1072,10,5,10,3,20,3808.122147,0,38,94,3
775,1073,10,1,10,3,10,7614.137981,0,55,96,3
776,1074,30,2,10,3,20,6898.455315,0,12,171,2
777,1076,20,4,10,1,20,2806.696138,0,45,71,1
778,1077,40,5,10,3,10,5206.118179,0,22,65,1
779,1078,30,1,10,2,20,45708.65342,1,54,198,2
780,1079,20,5,10,3,20,8007.349108,0,14,67,2
781,1081,20,3,10,3,10,2463.236825,0,51,61,3
782,1082,30,5,40,3,10,5498.940679,0,64,73,3
783,1083,10,1,10,3,20,5243.828046,0,7,65,2
784,1084,50,3,10,3,10,21639.83862,0,43,108,1
785,1085,10,3,10,2,20,4886.544296,0,28,61,3
786,1086,50,1,10,1,20,4169.356909,0,93,105,3
787,1087,40,2,10,3,10,5479.555081,1,30,68,3
788,1088,50,1,10,3,10,6177.109254,1,24,79,1
789,1089,20,1,10,3,20,8287.679305,0,32,103,2
790,1090,30,1,10,3,20,9886.656416,0,89,83,3
791,1091,20,3,10,1,20,2712.915597,0,11,69,1
792,1092,20,1,10,1,10,10477.67631,0,27,138,1
793,1093,30,4,10,2,10,3436.134281,0,43,88,1
794,1095,30,4,10,3,10,12731.95161,0,56,105,3
795,1096,40,3,10,1,10,3494.147878,3,87,96,3
796,1097,10,5,10,3,20,7597.910661,0,45,64,2
797,1099,30,5,10,3,20,20477.10841,0,56,73,3
798,1101,40,3,40,1,10,12298.6863,0,88,113,3
799,1104,20,3,10,3,10,4880.94644,1,79,63,3
800,1105,20,5,40,3,10,2311.382109,0,57,61,3
801,1106,10,3,10,3,10,4327.098922,0,88,108,3
802,1107,20,3,40,1,10,12298.6863,0,88,113,3
803,1108,30,3,10,3,20,8323.533338,0,1,104,1
804,1110,30,5,10,3,20,7761.267839,0,41,96,3
805,1111,20,5,10,1,10,5239.890913,1,21,69,3
806,1112,30,1,40,3,20,4517.908834,0,9,118,3
807,1113,40,5,10,3,10,2389.774148,5,75,64,3
808,1118,10,5,10,3,10,5113.874718,1,53,127,2
809,1120,10,1,10,3,20,32227.08389,0,8,100,3
810,1121,10,3,10,3,10,2611.965869,2,17,67,3
811,1126,50,3,10,2,10,6770.306834,1,3,85,1
812,1127,20,1,10,2,10,16979.79757,0,56,73,3
813,1128,20,5,10,3,20,13681.71178,0,40,114,3
814,1129,10,2,10,3,20,5717.221919,0,32,71,3
815,1130,20,1,10,3,20,9486.596417,0,10,79,1
816,1131,20,1,10,3,20,3839.143697,0,65,96,1
817,1132,20,5,10,2,20,11211.59027,0,56,94,3
818,1133,20,5,10,3,20,25807.063,1,89,214,3
819,1135,40,3,10,1,20,2816.567395,0,13,71,3
820,1136,50,5,10,1,10,6948.325858,0,98,91,2
821,1138,30,1,10,3,20,2859.40857,0,43,71,3
822,1139,30,3,10,1,10,2692.057629,0,53,68,1
823,1140,30,3,30,3,10,11431.73089,0,55,100,3
824,1141,20,3,10,3,10,7635.883324,1,96,98,3
825,1142,20,2,10,3,20,9805.829614,0,91,81,1
826,1146,10,5,10,2,10,6874.326693,0,8,87,3
827,1147,10,5,10,3,10,2411.256575,0,57,61,3
828,1148,10,5,40,3,20,2416.542359,0,64,63,1
829,1149,20,1,10,3,20,23981.54344,0,42,66,3
830,1152,40,3,40,3,10,2665.222511,0,16,71,3
831,1153,10,2,10,3,20,7666.520438,0,42,94,2
832,1154,30,3,10,3,10,16675.89616,1,31,85,3
833,1155,20,3,30,3,20,4550.856045,0,39,116,3
834,1156,10,3,10,3,20,11763.93565,0,75,99,3
835,1157,30,3,10,1,10,13742.53724,0,68,175,2
836,1158,20,2,10,3,20,16138.41628,0,48,199,1
837,1159,50,3,10,3,10,8819.018934,1,25,110,3
838,1160,30,5,10,3,10,6673.737677,0,92,167,3
839,1161,30,3,10,3,20,7782.126848,0,97,194,1
840,1162,30,5,10,2,20,19393.21145,1,11,164,1
841,1164,20,1,10,3,10,4105.580991,0,81,105,3
842,1166,10,1,10,2,10,5372.914477,1,21,70,1
843,1167,20,4,10,3,20,5508.315536,0,30,68,2
844,1170,20,5,10,3,10,2758.498582,1,14,69,2
845,1171,20,1,10,2,10,3703.930261,0,63,95,3
846,1173,20,1,10,3,20,4991.584471,0,8,125,3
847,1175,30,1,10,3,10,2759.978287,0,65,69,3
848,1176,20,1,10,3,20,7993.003997,3,14,103,1
849,1177,30,1,10,3,20,5235.573528,0,48,131,2
850,1179,20,5,10,3,20,2764.802284,4,65,72,2
851,1180,10,1,10,2,20,8084.846371,0,38,68,3
852,1182,30,2,10,2,20,12208.12004,0,84,103,2
853,1184,50,3,10,2,20,32864.4046,2,38,104,2
854,1185,20,4,10,2,10,2491.317024,0,77,62,1
855,1187,20,5,10,3,10,16229.64891,1,29,139,3
856,1190,10,1,10,3,10,13473.18567,1,16,70,3
857,1191,50,5,40,3,20,6921.973993,0,68,90,2
858,1193,10,1,10,3,10,14349.85991,0,43,180,2
859,1194,30,5,10,3,20,5878.199296,0,25,74,3
860,1195,10,3,10,3,20,2666.05454,0,25,66,3
861,1196,20,1,10,3,10,5345.680998,1,41,68,3
862,1198,30,3,10,3,10,16973.74021,0,31,142,1
863,1199,20,3,10,1,10,2518.112127,0,10,63,2
864,1200,40,2,10,2,20,19160.98994,0,59,239,3
865,1201,50,5,10,3,20,6273.173441,0,2,79,1
866,1202,20,1,10,1,10,3964.81296,0,31,99,3
867,1206,20,5,10,3,10,5389.499465,0,93,136,1
868,1207,30,4,10,3,20,3241.314176,0,16,80,2
869,1208,30,1,10,1,10,5528.212807,0,31,72,3
870,1209,50,1,10,1,10,7173.909404,1,47,61,1
871,1212,30,5,10,1,20,5328.835851,4,4,70,1
872,1214,50,1,10,3,20,10700.4952,1,64,89,3
873,1215,30,4,10,3,20,7879.928952,0,36,98,3
874,1216,30,1,10,3,20,7869.432384,0,85,65,1
875,1218,10,3,10,3,10,7286.789075,1,40,61,2
876,1219,30,1,10,1,20,11797.99211,2,89,100,2
877,1220,30,3,10,3,10,9386.753031,0,61,119,1
878,1221,20,4,10,3,20,6308.922374,0,2,79,1
879,1222,50,1,10,2,20,17484.53438,0,66,73,3
880,1223,20,1,10,3,20,15428.01044,0,82,98,3
881,1224,10,3,10,3,10,5630.793,0,31,70,3
882,1227,10,5,10,3,10,18453.57629,0,23,66,2
883,1228,30,1,10,2,20,5217.513287,0,4,66,2
884,1229,20,5,10,3,10,4835.783179,0,81,61,3
885,1230,20,3,10,3,20,5597.12496,0,50,139,3
886,1231,30,3,10,3,20,8920.463999,0,98,112,3
887,1232,20,1,40,3,20,5995.411008,0,84,78,1
888,1233,30,3,10,1,20,38496.94701,0,60,124,2
889,1235,50,3,10,3,20,13372.02426,1,72,110,3
890,1236,50,1,10,2,10,8972.140307,0,4,74,1
891,1237,30,3,10,3,20,5405.518391,1,6,68,1
892,1238,30,3,10,3,10,9352.478998,0,20,78,1
893,1239,10,5,10,3,20,4339.871053,2,20,109,3
894,1240,30,5,10,3,20,17723.76398,0,58,222,3
895,1241,20,5,10,1,10,7507.455372,0,61,64,2
896,1242,50,3,10,1,20,8029.393076,0,97,101,3
897,1244,10,5,10,3,10,10080.37031,2,38,130,2
898,1245,30,3,30,3,20,6503.397049,0,9,84,3
899,1246,50,5,10,3,10,3331.445625,0,84,84,3
900,1248,10,3,10,3,10,2471.528431,0,55,61,1
901,1249,20,5,40,3,20,6494.243995,0,16,85,3
902,1252,10,3,10,3,10,4802.477033,0,17,61,3
903,1255,20,1,10,3,10,8382.478392,0,38,71,3
904,1256,20,4,10,1,20,3536.431774,0,89,90,3
905,1257,30,5,10,2,20,3244.816567,0,91,82,2
906,1259,20,4,10,3,20,4505.398267,0,5,111,1
907,1260,40,2,30,3,20,2445.844833,0,35,62,1
908,1261,40,3,10,3,20,16477.76843,3,27,70,3
909,1263,40,3,10,3,10,4277.27009,0,9,107,3
910,1265,30,5,30,3,10,7572.237727,2,90,107,2
911,1266,10,1,10,3,10,11760.87637,0,59,99,3
912,1267,20,3,10,1,10,3933.813993,0,20,103,3
913,1268,40,1,10,3,20,5700.761833,0,82,72,3
914,1269,20,3,10,1,20,3498.634784,0,89,90,2
915,1270,10,5,10,2,20,5768.091295,0,19,74,3
916,1272,20,3,30,3,20,6503.397049,0,9,84,3
917,1274,20,5,10,3,10,5785.223477,0,95,72,2
918,1276,20,4,10,3,10,2599.2896,1,48,66,2
919,1278,30,5,10,2,20,18321.86647,0,2,66,3
920,1279,50,4,10,3,10,9102.902307,3,25,114,3
921,1281,20,1,10,3,20,8620.997439,0,57,108,3
922,1282,20,5,10,1,20,10388.986,0,43,90,1
923,1283,20,1,10,2,20,8427.172486,1,21,215,3
924,1285,20,2,10,3,20,5176.579135,0,10,65,1
925,1286,20,5,10,3,10,5389.499465,0,93,136,1
926,1287,50,3,10,3,20,4067.004737,0,91,102,2
927,1288,20,1,10,3,20,4434.941371,1,66,112,1
928,1289,10,1,10,3,20,14010.52742,0,67,71,1
929,1290,40,1,10,3,10,12350.05824,0,46,103,2
930,1291,30,3,10,3,20,8161.576876,1,71,102,1
931,1292,20,1,10,1,20,11009.13049,0,43,283,3
932,1293,10,5,10,3,10,8717.049833,3,94,74,3
933,1295,30,1,10,3,10,2503.660407,1,35,63,1
934,1296,50,3,10,1,10,12682.25069,1,13,80,3
935,1297,20,5,10,3,10,4330.38602,0,18,107,3
936,1298,30,5,10,3,10,10487.74332,0,67,89,3
937,1300,20,1,10,3,20,19896.42226,0,74,248,2
938,1302,50,2,10,2,20,5581.761298,0,80,70,2
939,1303,30,4,40,3,20,3515.831889,0,71,90,2
940,1304,30,1,10,1,10,12036.62051,0,61,104,3
941,1305,30,5,10,3,10,3609.798318,5,94,97,3
942,1306,20,1,10,3,20,17732.46488,1,43,74,1
943,1307,40,2,30,2,10,8509.850887,0,63,74,3
944,1308,10,1,10,3,20,5866.424273,0,14,73,2
945,1310,30,5,10,3,10,5389.499465,0,93,136,1
946,1311,30,1,30,3,20,7778.005623,3,30,72,3
947,1312,20,3,10,2,10,26346.08582,0,26,223,3
948,1313,30,3,10,3,20,14866.45116,0,97,126,3
949,1316,40,3,10,1,20,22693.29076,0,64,64,1
950,1317,10,4,10,1,10,6236.018595,0,67,78,2
951,1318,30,5,10,3,10,5012.184756,1,86,129,3
952,1319,50,1,10,3,10,8176.576796,5,49,111,2
953,1320,50,3,10,3,20,2582.862313,0,45,65,3
954,1321,30,5,10,3,10,3118.981095,1,49,79,1
955,1323,10,3,10,3,20,6883.686618,0,65,85,3
956,1325,50,1,10,3,10,4297.018104,0,29,107,3
957,1326,10,3,10,3,20,21522.94749,2,51,79,1
958,1328,20,3,10,3,10,22563.61838,3,7,65,1
959,1330,20,3,10,1,20,35062.64795,0,38,111,1
960,1333,10,3,10,3,10,12692.67092,0,55,108,3
961,1334,20,1,10,2,10,3309.11965,2,66,87,3
962,1336,30,5,30,2,10,2413.93064,0,62,65,3
963,1339,10,4,10,3,20,10629.21789,1,97,133,1
964,1340,40,1,10,3,20,11820.1098,0,20,98,2
965,1341,30,5,10,3,10,4964.63152,0,3,62,1
966,1342,30,2,10,3,10,9122.92563,0,67,113,2
967,1343,50,5,40,3,20,5309.435869,1,62,70,2
968,1344,20,5,30,3,20,3460.66504,0,9,90,2
969,1345,20,1,10,3,10,2872.980808,0,11,73,2
970,1346,10,5,10,3,20,9927.877699,2,26,127,1
971,1347,40,3,10,3,10,3482.687007,0,59,86,1
972,1348,20,5,10,3,20,3991.727249,0,53,99,3
973,1349,20,1,10,3,10,5510.107444,0,77,69,1
974,1351,20,2,10,3,20,5419.45812,0,27,67,2
975,1352,20,3,10,3,20,5810.630529,0,35,73,3
976,1353,30,1,10,3,10,3942.725768,0,79,99,2
977,1354,20,3,10,2,10,3126.271893,0,54,81,3
978,1356,50,1,10,2,10,5029.296953,3,43,67,2
979,1359,50,5,10,3,10,8717.049833,3,94,74,3
980,1360,10,5,10,3,20,10373.88882,0,47,86,3
981,1362,30,3,10,3,10,4307.422775,0,62,107,3
